trial,seed,base_duration,imp_duration,min_cost,base_cost,imp_cost
741,750439148419,5710,883,1.0377577600516097E8,1.3023320737771E8,1.0982405051496492E8
742,750475014021,5820,908,1.0425533322856508E8,1.3240460773836888E8,1.1121170577758455E8
743,750512113650,5769,777,1.0296216393587388E8,1.2839279138685426E8,1.0909967373979543E8
744,750547067064,5834,782,1.0365145783443095E8,1.2864294803050935E8,1.0982375195207803E8
745,750582420039,6374,925,1.0576186595184973E8,1.3466392477537936E8,1.125984737949872E8
746,750622234665,6088,750,1.0578769499120182E8,1.331687538147314E8,1.1207620479512331E8
747,750666268373,5352,735,1.0314415664963937E8,1.2870729390454133E8,1.0915337233591376E8
748,750707418644,5779,797,1.0701744572867994E8,1.343999555326014E8,1.1317770063064069E8
749,750745281140,6050,1005,1.0321022304071319E8,1.3065583088385044E8,1.0970806617796788E8
750,750785347674,5680,759,1.1003132260650924E8,1.3569020495945048E8,1.1599045986141118E8
751,750822838006,5623,772,1.0767136390558773E8,1.3291528547421527E8,1.1349885410166615E8
752,750859159739,5770,906,1.0655326852744186E8,1.3385330774312826E8,1.1312391558626552E8
753,750899500018,5851,960,1.0835643771811008E8,1.352095553651685E8,1.1474477105144326E8
754,750939130955,6315,1020,1.0728813051998782E8,1.3563652267685053E8,1.1398593444155635E8
755,750978159131,6199,845,1.1168566470828351E8,1.391472137278912E8,1.1831878235534215E8
756,751014899883,5821,908,1.044742104296843E8,1.2997260258654705E8,1.1075415160615492E8
757,751056022511,5715,885,1.0777339350794129E8,1.351651974295097E8,1.140350405667647E8
758,751094538224,5591,924,1.0664027771117918E8,1.3275131692686552E8,1.1266798359353204E8
759,751133481871,6416,931,1.0544133553397325E8,1.3450231592613003E8,1.1200355122024752E8
760,751173880596,6009,945,1.0085496930599245E8,1.271838124432475E8,1.073110869530514E8
761,751211538698,5815,975,1.036181566107628E8,1.295688036695864E8,1.1014672523821376E8
762,751248150887,5660,758,1.0408473343800762E8,1.3037404716349767E8,1.1041943932036035E8
763,751284543678,6167,1016,1.0860245943090972E8,1.3720579276424298E8,1.1516510648973325E8
764,751322115682,6069,939,1.0604892951394987E8,1.3466389029826367E8,1.125405373570872E8
765,751366581480,6096,970,1.0760219131706941E8,1.3417989719942226E8,1.1393891680726531E8
766,751406969823,6326,922,1.0633406404926312E8,1.3474386797083178E8,1.1256629934338085E8
767,751442556086,6247,903,1.0800826290784426E8,1.3481502761372665E8,1.1445949820196187E8
768,751481801362,5838,990,1.0516366416103736E8,1.3278293867084117E8,1.119193896512334E8
769,751520289547,6052,910,1.074159737882723E8,1.348532482980762E8,1.1412830712160565E8
770,751558250177,5625,818,1.0081070910507706E8,1.2748886596782221E8,1.0710039537958694E8
771,751596018460,5965,841,1.1229636274389246E8,1.411005588223236E8,1.1850071568506889E8
772,751632815684,5868,950,1.0371325960936397E8,1.3047967137407E8,1.0993274980544245E8
773,751669470111,6507,989,1.0696773332849441E8,1.3366455685790624E8,1.1317379215202399E8
774,751707200129,6650,887,1.065297231314344E8,1.352338603863362E8,1.1283287999417944E8
775,751754180681,5802,922,1.0919170538577308E8,1.358000191112633E8,1.1550511715047887E8
776,751791748927,6234,896,1.0659765986485608E8,1.3359338535505235E8,1.1297585594328763E8
777,751828375659,6201,953,1.0636445916759358E8,1.344867140695543E8,1.1286491014798583E8
778,751865888880,5961,978,1.0648653619671631E8,1.3403063423593234E8,1.1328845776534407E8
779,751903028287,6304,819,1.0564409081769171E8,1.3340456140592697E8,1.1203746336671117E8
780,751940412667,5674,735,1.0493477878192979E8,1.3109795525251812E8,1.1104819054663557E8
781,751976098083,6126,1019,1.0328128586056058E8,1.3046007017428638E8,1.0976089370369802E8
782,752014162100,6029,836,1.1087390303012958E8,1.3819972655954126E8,1.1716553048110989E8
783,752050370501,6134,879,1.0496345979272582E8,1.3333112645939243E8,1.1138045979272568E8
784,752090919307,6338,981,1.0614942137816116E8,1.3547195078992584E8,1.1278624490757294E8
785,752126944617,6133,805,1.0241924232213563E8,1.3126820310644914E8,1.0900163447899835E8
786,752163790129,5881,875,1.0500936801766561E8,1.3170221115492034E8,1.1129623076276372E8
787,752200485002,6013,827,1.0977627746815813E8,1.378147872720797E8,1.160469049191384E8
788,752236799329,6167,1001,1.1339082859405199E8,1.4170047565287575E8,1.2040165212346391E8
789,752274889167,5972,984,1.0901104326746374E8,1.3636710209099314E8,1.1520643542432645E8
790,752317221630,5814,1028,1.0609981413557698E8,1.3332004942969461E8,1.1222136315518476E8
791,752359229075,5872,951,1.0671923021786901E8,1.3384985766884935E8,1.1300060276688863E8
792,752397262112,6123,847,1.0498678504818252E8,1.3352184387171195E8,1.1166402034230031E8
793,752432972787,5781,928,1.0347458412430798E8,1.3075029000666109E8,1.0974579981058258E8
794,752468989182,5970,781,1.078106143732311E8,1.3554457515754488E8,1.1436002613793696E8
795,752507633402,6302,880,1.0773691109516339E8,1.3620957776183018E8,1.1417985227163407E8
796,752547985376,6449,904,1.0648334125540715E8,1.3490328243187767E8,1.1327538047109349E8
797,752585797570,5824,908,1.0542235515801737E8,1.3106170809919372E8,1.1160292378546827E8
798,752621434669,6239,834,1.0957101155352977E8,1.375711095927457E8,1.1602712920058869E8
799,752659728225,5447,813,1.0864709394016397E8,1.342002704107519E8,1.1454538805781084E8
800,752694718585,6001,779,1.022147692721382E8,1.2932978887998122E8,1.0838200456625578E8
801,752734711935,6135,995,1.0686421840690386E8,1.3662164977945274E8,1.1371553213239388E8
802,752771088061,6330,904,1.0926460973848428E8,1.3802037444436657E8,1.1612623718946466E8
803,752808558284,5899,811,1.0524131819022064E8,1.3327874956276967E8,1.1148939662159306E8
804,752848500730,5767,917,1.052781658340906E8,1.3192196975565909E8,1.1158383250075717E8
805,752883788705,5877,868,1.0680649604910977E8,1.344754764412665E8,1.1317982938244298E8
806,752919095797,5671,908,1.0563714312376128E8,1.3301547645709468E8,1.1172167253552608E8
807,752957659325,6157,781,1.0418823133596739E8,1.3100585878694794E8,1.1026407447322245E8
808,752994197106,6048,834,1.0731302287730044E8,1.3575496405377117E8,1.1351790523024172E8
809,753033783998,6020,805,1.123280589633808E8,1.4101380406142E8,1.185534315124003E8
810,753071636986,5871,798,1.0773616153667237E8,1.3362455369353524E8,1.1373688702686852E8
811,753110204799,5763,807,1.0254898410316272E8,1.286852978286531E8,1.0821086645610388E8
812,753143682677,6447,913,1.1054877351035178E8,1.3855389115741062E8,1.1682051860839102E8
813,753183614847,5571,831,1.003033681302267E8,1.2569356420865798E8,1.0632503479689345E8
814,753219136859,6390,947,1.0694896672724745E8,1.3451331966842386E8,1.1344757457038468E8
815,753259053862,5607,890,1.0290985004661936E8,1.2759057553681548E8,1.0874361475250177E8
816,753293635382,5876,970,1.0928487558162594E8,1.3623093440515533E8,1.1555995401299845E8
817,753329380575,5354,927,1.0469265880919673E8,1.2959958037782408E8,1.1085171763272607E8
818,753362686809,6333,788,1.1080750077878712E8,1.385590890140812E8,1.1727565764153211E8
819,753405435988,6415,974,1.0634524867978004E8,1.3276871926801533E8,1.1251307220919184E8
820,753443019148,5828,913,1.0408753048567347E8,1.30420608917046E8,1.1070292264253622E8
821,753482413503,6141,819,1.0859118947730407E8,1.3618683653612775E8,1.1475632673220618E8
822,753520385355,6319,928,1.0669827934193832E8,1.3602447542036977E8,1.1364204404782078E8
823,753556873335,5725,947,1.0566778014412871E8,1.3183448602648182E8,1.1183497622256036E8
824,753593477400,6165,987,1.099842223976216E8,1.3796024200546482E8,1.1638151651526882E8
825,753631727554,6050,800,1.0548629651945272E8,1.3337855142141351E8,1.1195333573513885E8
826,753667003016,6089,753,1.062401379673437E8,1.348893144379318E8,1.1271117718302983E8
827,753705935346,5899,910,1.0375497046844816E8,1.2977402929197733E8,1.1005920576256573E8
828,753745179567,5611,799,1.0629401438182096E8,1.3246723006809549E8,1.1262166144064452E8
829,753780424718,5928,879,1.071367042163745E8,1.3501866500068828E8,1.1338052774578628E8
830,753820752612,5877,809,1.1184162727278827E8,1.383521762923963E8,1.1811156844925883E8
831,753859132901,6325,790,1.0873772736604106E8,1.3748841364055094E8,1.1529941364055102E8
832,753898854640,6295,1042,1.1148843922950965E8,1.4023483138637245E8,1.1821726275892136E8
833,753939091565,6164,830,1.0417267483775346E8,1.3206989052402814E8,1.1051347875932208E8
834,753977358725,5672,794,1.0726242748852174E8,1.3320923141009031E8,1.131702902336196E8
835,754011152431,6262,894,1.0579390025872774E8,1.3413315516068849E8,1.119113708469632E8
836,754050960932,5657,939,1.0358877041843924E8,1.2996202532040001E8,1.098449468890274E8
837,754086806202,5543,829,1.0628451197184303E8,1.3189241393262725E8,1.1246949236400007E8
838,754125169420,5710,799,1.0575328278949317E8,1.3125369455419897E8,1.1182100827968921E8
839,754163257701,6433,868,1.1070918175224109E8,1.4045598567380953E8,1.1740502488949592E8
840,754203651737,5860,799,1.0728861741663359E8,1.3279240173035887E8,1.1329540173035903E8
841,754238280179,6592,908,1.0917448458031894E8,1.3821122967835808E8,1.1567424928620131E8
842,754278267922,5576,931,1.0757429102061038E8,1.3278919298139477E8,1.1374691847159083E8
843,754314691824,5781,931,1.1064828163742425E8,1.3941657575507125E8,1.1724120320605172E8
844,754355360024,5745,816,1.0575685749897934E8,1.3231954377348906E8,1.1190693593035188E8
845,754395564774,5743,761,1.1089502390929335E8,1.3792063175243062E8,1.1671572979164636E8
846,754434152642,5678,900,1.0449207135561717E8,1.2989346351247963E8,1.1079795370855826E8
847,754469707395,5593,742,1.0543204196852191E8,1.3165155177244364E8,1.1152374785087493E8
848,754506774872,5381,832,1.0911114532633409E8,1.34298027679275E8,1.1513455709103985E8
849,754542201327,6322,825,1.0424225246100336E8,1.3131484069629726E8,1.1039286030414064E8
850,754579417837,6111,897,1.149287411316172E8,1.4205658426887226E8,1.215546627002447E8
851,754616350272,5793,1027,1.0526177777409008E8,1.3238473855840354E8,1.1192469934271751E8
852,754653243217,6247,869,1.0771479059545827E8,1.350805553013406E8,1.14246731771929E8
853,754692480198,5753,900,1.0807805526227008E8,1.3595662388972127E8,1.146996827132507E8
854,754730049929,6049,824,1.0703318214451663E8,1.355856331249088E8,1.1330528018373239E8
855,754769183301,6430,814,1.0950519495884322E8,1.3790037142943147E8,1.1579703809609805E8
856,754807069064,6286,968,1.1307550846105605E8,1.4103137120615426E8,1.1936413591203626E8
857,754846354396,5843,855,1.0496267908703053E8,1.3202352222428557E8,1.1120026732232478E8
858,754882914960,5849,822,1.0400154368298207E8,1.3049844564376634E8,1.104209750555311E8
859,754920888811,5587,763,1.0720496555877213E8,1.3328325967641923E8,1.131612204607328E8
860,754959251559,6157,880,1.0958974234520707E8,1.3794182077657977E8,1.1625450705108966E8
861,755000116206,6520,831,1.1261413003027911E8,1.4172503199106348E8,1.1934679669694577E8
862,755039828679,5745,911,1.056032168629031E8,1.328793933334913E8,1.1181106000015776E8
863,755078571588,5861,909,1.0604176761002731E8,1.3274641466885102E8,1.1247266957081172E8
864,755116804499,5729,920,1.0542539370203038E8,1.3121017801575573E8,1.1141647213340275E8
865,755151210138,5237,871,1.0463160595640422E8,1.3054911576032577E8,1.1106062556424735E8
866,755188349147,6134,970,1.0847916384120624E8,1.3682971286081412E8,1.147818893314023E8
867,755227243223,5570,778,1.0448870132162602E8,1.3011562289025378E8,1.104588581843712E8
868,755261736538,6233,946,1.00860348528599E8,1.2798927009722646E8,1.0732705441095199E8
869,755316250104,6072,800,1.0468269066710927E8,1.3089598478475635E8,1.1097557302005056E8
870,755352039960,5875,920,1.061655702548926E8,1.3451084476469663E8,1.1299929574508885E8
871,755388281888,5720,903,1.0362871677155977E8,1.296881285362654E8,1.0962632461469679E8
872,755424115598,6192,756,1.0731010132944395E8,1.352944542706203E8,1.1359965034905171E8
873,755460444653,6168,805,1.0469887999642219E8,1.3242464470230465E8,1.1123078195720671E8
874,755502738064,5981,889,1.0540450035815538E8,1.335649513385476E8,1.1175959839737128E8
875,755540457010,5817,828,1.0999552396128546E8,1.3549856317697203E8,1.1598589651030523E8
876,755576322226,6135,887,1.0842462457878526E8,1.365163108532952E8,1.1488570301015796E8
877,755615459535,5824,740,1.0447208350408342E8,1.3214371095506383E8,1.1056778938643652E8
878,755655126079,6391,1024,1.0358969241541734E8,1.3000945712129956E8,1.0965804535659368E8
879,755694956369,5956,844,1.0326416167453557E8,1.2985663226277104E8,1.09384926380418E8
880,755735389632,6049,870,1.0584319595239201E8,1.3259084301121554E8,1.1214776457984291E8
881,755773521580,6038,798,1.0570380982087667E8,1.3443741766401368E8,1.121876725659746E8
882,755814379738,6423,874,1.0577112309661615E8,1.3343431917504725E8,1.1222178976328263E8
883,755852719273,6032,850,1.0317134151751597E8,1.2900653759594719E8,1.0913047877241792E8
884,755887384446,5681,787,1.0591722292049289E8,1.3247096801853219E8,1.1190034056755182E8
885,755926722739,5628,848,1.0648052847491273E8,1.3270568533765773E8,1.1289888141608919E8
886,755961225365,5535,808,1.0105129270999017E8,1.2810805741587271E8,1.0737213584724517E8
887,755996344696,5781,936,1.0735167752569517E8,1.3426926576098904E8,1.1393548144726373E8
888,756031024616,5464,742,1.055751169666701E8,1.3163450912353264E8,1.116807248098071E8
889,756065649761,5617,866,1.0296425453086166E8,1.2928735257007754E8,1.0907903884458722E8
890,756100886510,5475,878,1.0630956259003611E8,1.3160734690376164E8,1.1246920964885963E8
891,756138893164,6261,842,1.078903143660452E8,1.3682402024839798E8,1.1451517711114295E8
892,756176726845,5615,982,1.1067599519038619E8,1.375959559747E8,1.170038775433275E8
893,756214604356,6238,884,1.0596656332250348E8,1.3330993587152322E8,1.1200593587152326E8
894,756251029887,6440,920,1.1232732844870998E8,1.407122696251807E8,1.1913479903694549E8
895,756287439442,5735,882,1.0678541520067646E8,1.3340578774969599E8,1.1314541520067641E8
896,756325804171,5969,881,1.0431648019937736E8,1.3075912725820085E8,1.1066700961114207E8
897,756360458987,6257,927,1.0483969674804688E8,1.3216979478726251E8,1.1146336341471349E8
898,756400000637,6019,1110,1.0875894002964506E8,1.3543325375513542E8,1.1510178316690013E8
899,756438621525,6309,893,1.044381106928315E8,1.3073289500655682E8,1.107615812810666E8
900,756478470681,6414,818,1.0743600503604586E8,1.3523598542820263E8,1.1356365209486927E8
901,756519427805,6032,825,1.1058221664055808E8,1.3874592252291092E8,1.1689643232683264E8
902,756557971054,6134,871,1.0953085667094769E8,1.3857381745526132E8,1.1597568020035946E8
903,756599614521,5662,845,1.0253665084469497E8,1.2868092535449885E8,1.0875369006038114E8
904,756636121269,6566,788,1.0774096807317697E8,1.3599367395552993E8,1.1419263473984373E8
905,756676976843,6218,755,1.0784734962035683E8,1.350100358948666E8,1.1383997707133703E8
906,756714640205,6551,1009,1.0949499113813296E8,1.3976320682440728E8,1.165423832949956E8
907,756761409098,5696,845,1.0610642095430559E8,1.3265249938567805E8,1.123952640915605E8
908,756797263676,5901,970,1.1065086636397597E8,1.379218271482897E8,1.1711237616789745E8
909,756833078726,5431,828,1.0091726699827774E8,1.2549201209631705E8,1.0695624739043473E8
910,756869178379,6128,880,1.0473441586618634E8,1.3480174919951978E8,1.1147663155246088E8
911,756910647145,6520,971,1.0812734815482841E8,1.3853117168424013E8,1.1476754423325992E8
912,756950719423,6243,921,1.1080337386771463E8,1.3850394249516568E8,1.1680464837751855E8
913,756986201695,6037,802,1.0701916012203452E8,1.3406078757301483E8,1.1349094443576008E8
914,757023857567,5739,900,1.0692677193897858E8,1.3500390919388062E8,1.1367690919388072E8
915,757060230367,6151,782,1.0899755552339256E8,1.3662596728809816E8,1.1523012415084337E8
916,757097263580,6030,974,1.0230834881446116E8,1.2938195665759815E8,1.0872270175563762E8
917,757135748510,6053,913,1.0921963866489138E8,1.3680475631195015E8,1.15624285723715E8
918,757176828380,5946,884,1.0798740889198563E8,1.3478789908806413E8,1.142740167351229E8
919,757211517225,6181,906,1.10959377408075E8,1.3846418132964388E8,1.174455930943496E8
920,757253224741,5906,877,1.0851969465742193E8,1.3589938093193182E8,1.1482871426526514E8
921,757288989009,5894,754,1.0577778724749881E8,1.333160813651458E8,1.1193874803181238E8
922,757335211041,6095,945,1.1426259361784045E8,1.4301390734333062E8,1.2105716224529152E8
923,757374529117,5964,920,1.0482579761639427E8,1.3197726820462923E8,1.1123834663600199E8
924,757409705135,5961,783,1.0536573100079463E8,1.3208914276550052E8,1.1138422119687301E8
925,757447092904,5765,805,1.1073625459810063E8,1.375404310686888E8,1.167484310686887E8
926,757487828918,5992,797,1.0442222409739326E8,1.3155273390131499E8,1.105467535091581E8
927,757527533135,6464,899,1.0927070127785695E8,1.3970001500334755E8,1.1615038755236699E8
928,757570666966,6096,941,1.1215335342034082E8,1.393397259693605E8,1.1850898087132129E8
929,757609567107,5472,959,1.0693511678095157E8,1.3280933246722583E8,1.1341090109467688E8
930,757646019154,6243,869,1.1024894475775403E8,1.391020427969699E8,1.1683818005187193E8
931,757687734681,6356,862,1.0874668743220086E8,1.383069227263184E8,1.1549700115769109E8
932,757732450264,5908,793,1.0644718101768583E8,1.34267043762784E8,1.1310161239023489E8
933,757772025348,6112,971,1.0995954252805538E8,1.3849179743001604E8,1.1637885625354554E8
934,757814745488,5813,995,1.0393957304007493E8,1.2971357304007488E8,1.1024633774595712E8
935,757849419002,5321,797,9.900706832678255E7,1.2308961734639049E8,1.0489389185619429E8
936,757885634296,6243,1001,1.1020467009000064E8,1.3822525832529464E8,1.168909053841181E8
937,757924110902,6123,800,1.0840047015371194E8,1.3559786231057468E8,1.1487090152626097E8
938,757964505287,6643,881,1.0638099007803856E8,1.3469318615647006E8,1.1280687243097986E8
939,758005187911,5991,972,1.0537451548202498E8,1.3329737822712311E8,1.1189492724673095E8
940,758045125524,5616,763,1.0785866216823572E8,1.3348111314862788E8,1.1395066216823576E8
941,758082654896,5679,848,1.0595884546162955E8,1.3245345330476695E8,1.1215478663810043E8
942,758119811400,5599,862,1.0254624055154473E8,1.2844888761036822E8,1.0893733859076041E8
943,758156958888,6214,857,1.0814264697023894E8,1.3516364697023886E8,1.1451550971533708E8
944,758193315560,6063,927,1.0633446331273866E8,1.3517805154803297E8,1.1263381625391525E8
945,758231060639,5788,862,1.0506116118986033E8,1.3144612197417414E8,1.1109814158201711E8
946,758270282920,5933,1195,1.0775986880325936E8,1.3476428056796518E8,1.1447394723463184E8
947,758308443250,6159,985,1.0726516321742398E8,1.3644396713899255E8,1.141057906684044E8
948,758349346323,6078,797,1.0642708757437167E8,1.352522248292737E8,1.1292226404496007E8
949,758392311225,6140,824,1.0338979063207908E8,1.3061014357325561E8,1.0944159455364782E8
950,758429860282,6444,935,1.0983224492736138E8,1.3736834296657708E8,1.1621979394696924E8
951,758467032114,5674,882,1.0146258740226601E8,1.2823258740226609E8,1.0795176387285428E8
952,758507255237,5920,974,1.0650741460416573E8,1.3405633617279333E8,1.1297623813357772E8
953,758545193978,5716,861,1.0311012631563841E8,1.2923212631563848E8,1.0915177337446189E8
954,758580253955,5732,917,1.0196642380160116E8,1.2658871791924833E8,1.0788636497807196E8
955,758614141204,6387,914,1.0738380093276727E8,1.3477570289355174E8,1.1383329112884566E8
956,758652428772,5869,907,1.0725840040318175E8,1.3442773373651505E8,1.1349763569729936E8
957,758688090080,6168,954,1.0710971591767721E8,1.3492385317257932E8,1.1327067670199087E8
958,758725467054,5622,775,1.0178765961124544E8,1.2695575765046135E8,1.0773213019948088E8
959,758760615540,5921,790,1.0193415650438727E8,1.2789994081811266E8,1.0798945062203424E8
960,758797650493,6375,893,1.1133782924310718E8,1.4061475081173453E8,1.1798818218428358E8
961,758840312413,5258,742,1.0420311082901894E8,1.3036877749568576E8,1.1019373827999943E8
962,758879010806,6110,734,1.0752887396834801E8,1.352914622036422E8,1.1346218769383837E8
963,758916621484,5619,839,1.0481553834359372E8,1.3105145991222113E8,1.1098875402986826E8
964,758951088392,5963,784,1.0759396244599038E8,1.3421204087736301E8,1.138815898969709E8
965,758988563540,6014,919,1.1173477289005707E8,1.3880669445868444E8,1.1864171406652758E8
966,759024698435,5855,767,1.0326015428809935E8,1.2904982095476621E8,1.0925654644496207E8
967,759059104223,6294,934,1.0712827357756105E8,1.343962343618746E8,1.1355709710697274E8
968,759095366087,6125,973,1.0680044494702514E8,1.3427042533918187E8,1.1313458220192708E8
969,759131558120,5952,798,1.1288097157985672E8,1.3882197157985675E8,1.189038343249547E8
970,759166502991,5833,821,1.1005411754683635E8,1.3722435284095395E8,1.1661645088016972E8
971,759205726711,6252,850,1.0720797222858514E8,1.3506150164034972E8,1.1353789379721257E8
972,759243011757,6013,878,1.0887362638468815E8,1.3666362638468823E8,1.1534978324743333E8
973,759281848701,6174,821,1.0873411042085417E8,1.3682789473457962E8,1.1471934571497156E8
974,759318357823,5669,779,1.087127443768658E8,1.342229992788266E8,1.1464876398470894E8
975,759355261162,5655,754,1.0633273648292495E8,1.3213983452214068E8,1.1214401099272889E8
976,759395046087,6049,942,1.0638216789651395E8,1.3398065809259224E8,1.1291644240631777E8
977,759435490962,5932,838,1.0827027582925013E8,1.355853346527795E8,1.1457919739787744E8
978,759474868603,5905,977,1.0932519673913042E8,1.3658992222932652E8,1.1573076536658145E8
979,759515827347,5385,833,1.0144612432258612E8,1.264835753029782E8,1.0741094785199784E8
980,759552791832,5992,891,1.0420930045029338E8,1.3149049652872498E8,1.1059814358754848E8
981,759589717867,5553,893,1.0792119460431446E8,1.3294860636902007E8,1.1404590048666729E8
982,759628690773,6055,821,1.0868968533365625E8,1.3740019513757774E8,1.1531943043169539E8
983,759666424967,6329,1128,1.099326177110517E8,1.394736765345811E8,1.1688920594634588E8
984,759707352884,5962,930,1.0575134943519402E8,1.3321797688617459E8,1.121477808077431E8
985,759744381946,5860,972,1.0697974627806573E8,1.3404094235649706E8,1.1335035412120284E8
986,759782265367,6157,880,1.038406330571523E8,1.3232306442970136E8,1.1053106442970128E8
987,759823795396,5706,884,1.0061862152226648E8,1.2604401367912926E8,1.0685317054187422E8
988,759859749049,5761,906,1.0740497975125143E8,1.3401952877085921E8,1.1395723465321225E8
989,759899481205,6549,883,1.1002794704833923E8,1.4006108430324104E8,1.1658765293069193E8
990,759939754666,5993,840,1.0531088353124195E8,1.3233019725673224E8,1.1124690313908517E8
991,759978956546,5945,963,1.0257955913212717E8,1.3034830423016618E8,1.0902704932820533E8
992,760017183085,5935,833,1.0519439743366998E8,1.3317996606112073E8,1.1135669155131695E8
993,760053776774,6356,777,1.0945479443187112E8,1.3893001011814567E8,1.1595446109853773E8
994,760091264378,6290,891,1.0853799572953382E8,1.374096035726712E8,1.1537789769031815E8
995,760129963430,5520,976,1.0218855644545758E8,1.2834663487683016E8,1.0844147801408501E8
996,760166709573,5774,924,1.0764588279190521E8,1.3375966710563068E8,1.140775298507287E8
997,760204374642,5389,962,1.0445957910276878E8,1.2912744184786677E8,1.1059246145570996E8
998,760238626117,6050,785,1.0681634882101776E8,1.3533338803670424E8,1.1328660372297882E8
999,760275670362,6364,837,1.0880441319781557E8,1.3848166809977645E8,1.156561190801685E8
